ID;name;Age;Gender;Color1;Color2;Size;Breed;Date_found;Adoptable_from;Posted;Coat;Neutered;HouseBroker;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in;;;;;;;;;;;;;;;;;;;;;;;
178;Dinka;9.75;female;yellow;brown;medium;Staffordshire Terrier Mix;2/24/2015;2/24/2015;2/24/2015;short;no;no;yes;yes;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
182;Picúr;7.92;male;black;;large;Unknown Mix;4/14/2015;4/14/2015;11/21/2015;short;no;;yes;;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
199;Gróf;5.58;female;brown;;medium;Unknown Mix;11/29/2014;11/29/2014;12/08/2015;short;yes;;yes;;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
318;Ricotta;5.17;female;brown;white;large;Akita;12/23/2018;12/23/2018;12/27/2018;medium;yes;;yes;yes;yes;no;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
1555;Rozsdi;13.92;male;brown;;medium;Unknown Mix;10/10/2010;10/10/2010;10/31/2011;wirehaired;yes;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1556;Puska;12.92;female;black;;medium;Unknown Mix;9/30/2010;9/30/2010;10/31/2011;short;yes;;;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1552;Rudi/Buksi;15.92;male;sable;;medium;Unknown Mix;9/14/2010;9/14/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
40;Atosz;8;male;white;;small;Unknown Mix;8/19/2012;8/19/2012;12/29/2012;medium;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
726;Silver;13.17;female;gray;;medium;Unknown Mix;09/05/2011;09/05/2011;11/15/2011;medium;yes;;yes;;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
1544;Sharpi;9.5;female;tricolor;;medium;Chinese Shar-Pei Mix;7/16/2010;7/16/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
34;Sam;7.08;male;black;;medium;Unknown Mix;01/01/2013;01/01/2013;2/20/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1554;Ali;11.92;male;white;;large;Unknown Mix;9/18/2010;9/18/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
321;Inas;7.17;male;yellow;brown;medium;Greyhound Mix;5/24/2013;5/24/2013;5/27/2013;short;yes;no;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1548;Thor;10.92;male;black;brown;large;Unknown Mix;8/16/2010;8/16/2010;10/31/2011;short;no;;;;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
197;Olga;6.17;female;brown;;large;Unknown Mix;7/27/2014;7/27/2014;12/08/2015;short;yes;;yes;;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1547;Judy;9.83;female;black;brown;large;Unknown Mix;08/06/2010;08/06/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1553;Elza;11.92;female;striped;;large;German Shepherd Dog Mix;9/20/2010;9/20/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1546;Buco;9.5;male;black;;large;Unknown Mix;7/19/2010;7/19/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1545;Harold;11.92;male;white;;large;Unknown Mix;7/21/2010;7/21/2010;10/31/2011;wirehaired;yes;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
308;Lenke;9.25;female;sable;;medium;Unknown Mix;8/30/2011;11/15/2011;11/01/2011;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1549;Vilma;11.92;female;yellow;brown;medium;Labrador Retriever Mix;8/16/2010;8/16/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1550;Ron;11.92;male;black;;large;Unknown Mix;8/16/2010;8/16/2010;10/31/2011;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1551;Félix;10.92;male;black;tan;medium;Unknown Mix;8/21/2010;8/21/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1539;Mira;10.92;female;black;brown;large;Unknown Mix;7/22/2010;7/22/2010;10/31/2011;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1526;Lujzi;5.67;female;black;;medium;Dachshund, Labrador Retriever Mix;12/17/2018;12/17/2018;12/19/2018;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1536;Lili;14.92;female;striped;;large;Unknown Mix;06/01/2010;06/01/2010;10/31/2011;short;yes;;yes;yes;yes;no;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1537;Magnum;11.92;male;black;tan;large;Rottweiler Mix;6/18/2010;6/18/2010;10/31/2011;short;no;;yes;;no;no;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1527;Mackó;11.92;male;sable;;large;German Shepherd Dog Mix;4/18/2010;4/18/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1541;Vega;12.92;female;black;;large;Unknown Mix;8/15/2011;8/15/2011;2/19/2012;medium;yes;;yes;;;no;no;garden;;;;;;;;;;;;;;;;;;;;;;;
1529;Málna;13.92;female;brown;;medium;Unknown Mix;4/28/2010;4/28/2010;10/31/2011;short;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;
1530;Jenny;10.83;female;sable;;medium;German Shepherd Dog Mix;05/05/2010;05/05/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1542;Taco;12.5;male;black;brown;large;Unknown Mix;7/14/2010;7/14/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1538;Léna;9.58;female;saddle black;;large;Unknown Mix;7/26/2010;7/26/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1540;Vadóc;11.92;female;yellow;brown;medium;Unknown Mix;07/05/2010;07/05/2010;10/31/2011;short;yes;;yes;;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1543;Sharpi;9.5;male;yellow;brown;medium;Chinese Shar-Pei Mix;7/16/2010;7/16/2010;10/31/2011;short;yes;;yes;;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1535;Dorisz;17.92;female;saddle black;;medium;Unknown Mix;06/01/2010;06/01/2010;10/31/2011;short;yes;;yes;;yes;no;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1533;Süti;11.92;male;black;;medium;Unknown Mix;5/16/2010;5/16/2010;10/31/2011;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1534;Huba;1;male;black;;medium;Schnauzer Mix;1/15/2019;6/29/2019;1/15/2019;wirehaired;yes;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1524;Ottó;14.92;male;saddle black;;small;Dachshund Mix;3/26/2010;3/26/2010;10/31/2011;short;no;;;;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1532;Mák;12.92;male;dotted;;large;Unknown Mix;5/13/2010;5/13/2010;10/31/2011;short;no;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1525;Brauni;10;female;black;brown;large;Unknown Mix;02/12/2010;02/12/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1528;Atika;11.92;male;black;;medium;Unknown Mix;4/24/2010;4/24/2010;10/31/2011;short;yes;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1531;Pamacs;15.92;male;black;brown;large;Scotch Collie Mix;05/07/2010;05/07/2010;10/31/2011;long;yes;;;no;no;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
409;Lipót;7.5;female;yellow;brown;medium;Unknown Mix;6/22/2013;6/22/2013;6/22/2013;short;;;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;
1521;Zolika;10.92;male;saddle black;;medium;Unknown Mix;3/13/2010;3/13/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
410;Husi;6.58;female;black;;small;Unknown Mix;6/22/2013;6/22/2013;6/22/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;Elza;10.83;female;saddle black;;large;German Shepherd Dog Mix;02/10/2015;02/10/2015;4/29/2015;medium;;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
102;Cookie;8.75;female;black;;medium;Staffordshire Terrier Mix;08/10/2011;08/10/2011;10/19/2011;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
414;Zafíra;3.67;male;yellow;brown;large;Unknown Mix;2/19/2017;2/19/2017;2/21/2017;short;;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
419;Suba;5.5;male;striped;;medium;Staffordshire Terrier;2/14/2017;2/14/2017;2/21/2017;short;;;yes;yes;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
412;Szotyi;6.83;female;brown;white;medium;Unknown Mix;10/18/2013;10/18/2013;1/27/2014;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;Móricka;11;male;black;brown;medium;Unknown Mix;2/14/2017;2/14/2017;2/21/2017;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1522;Pepe;11.92;male;brown;;medium;Unknown Mix;3/19/2010;3/19/2010;10/31/2011;medium;no;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
406;Stefi &Amp;7.75;male;brown;;medium;Dachshund Mix;6/21/2013;6/21/2013;6/21/2013;short;;;;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1520;Romi;16.92;male;sable;;large;German Shepherd Dog Mix;03/12/2010;03/12/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
95;B.Andi;7.92;male;gray;;large;Unknown Mix;6/30/2013;11/05/2013;11/04/2013;short;no;;yes;yes;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
1523;Piri;11.92;female;black;;medium;Unknown Mix;3/19/2010;3/19/2010;10/31/2011;short;yes;;yes;yes;yes;no;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
104;Atosz;2.17;female;black;white;medium;Schnauzer, Terrier Mix;2/20/2018;2/20/2018;2/20/2018;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
97;Minike;13.92;male;black;brown;medium;Unknown Mix;01/01/2007;01/01/2007;10/02/2012;short;no;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;Valka;6.83;female;striped;;medium;Staffordshire Terrier Mix;12/30/2013;12/30/2013;1/27/2014;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;Ravaszka;4.5;male;black;;medium;Mudi;4/21/2018;06/02/2018;06/02/2018;medium;yes;yes;yes;;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1519;Kara Anyu;12.92;female;black;;medium;Unknown Mix;2/18/2010;2/18/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1518;Koppány;10.92;male;saddle black;;large;Transylvanian Hound Mix;2/17/2010;2/17/2010;10/31/2011;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
81;Léna;12.75;female;black;white;medium;Unknown Mix;01/01/2010;01/01/2010;10/02/2012;short;no;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Pötyike;10.33;female;apricot;;medium;Unknown Mix;5/23/2012;5/23/2012;08/10/2012;short;no;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
91;Hisztis;10.08;female;golden;;medium;German Shepherd Dog Mix;08/10/2011;08/10/2011;10/19/2011;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;C;13.75;male;black;brown;small;Dachshund Mix;03/04/2014;03/04/2014;03/04/2014;short;yes;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
77;Bella;7.67;female;yellow;brown;small;Unknown Mix;04/03/2016;04/03/2016;04/03/2016;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;Lara;13.08;female;sable;;large;German Shepherd Dog;08/10/2011;08/10/2011;10/19/2011;short;;;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
67;Gordon;9.5;female;apricot;;small;Unknown Mix;2/24/2012;2/24/2012;06/03/2012;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Rita;11.92;female;brown;;medium;German Shepherd Dog Mix;01/01/2010;01/01/2010;10/02/2012;short;no;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
72;Nózi;9.42;female;brown;white;small;Pekingese;02/09/2013;02/09/2013;2/13/2013;medium;no;;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
71;Kornél;9.33;female;sable;;medium;German Shepherd Dog Mix;3/18/2012;3/18/2012;04/02/2012;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Ginger;10.33;female;black;;small;Unknown Mix;4/13/2012;4/13/2012;08/09/2012;short;no;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
76;Zola;10.92;male;black;brown;large;Rottweiler Mix;06/01/2012;4/13/2015;4/13/2015;short;no;;;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
93;Candy;12.92;male;black;;medium;Unknown Mix;01/01/2009;01/01/2009;10/02/2012;short;no;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Kökény;8.08;female;brown;white;large;Kuvasz, Labrador Retriever Mix;04/02/2013;04/02/2013;04/02/2013;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
68;Soma;8.92;female;sable;;medium;German Shepherd Dog Mix;3/18/2012;3/18/2012;04/02/2012;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Dolli;13.67;female;black;;medium;Labrador Retriever Mix;03/01/2012;03/01/2012;04/10/2012;short;;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
298;Vali;8.33;female;tricolor;;medium;German Shepherd Dog Mix;9/30/2011;9/30/2011;12/26/2011;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
79;Lola;13.67;male;black;tan;medium;Bearded Collie Mix;03/01/2012;03/01/2012;04/10/2012;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Brandy;9.75;male;black;;medium;Unknown Mix;8/23/2010;8/23/2010;5/13/2012;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
66;Papi;11.08;male;sable;;medium;German Shepherd Dog Mix;9/26/2012;9/26/2012;10/16/2012;medium;no;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
387;Vica;10.58;female;golden;;medium;Labrador Retriever, Vizsla Mix;11/05/2010;11/05/2010;09/02/2011;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
65;Eddy;11.67;male;black;;large;Unknown Mix;1/20/2009;1/23/2013;1/23/2013;long;no;;yes;;no;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
4;Bozont;10.75;male;black;;medium;Tibetan Terrier;12/17/2012;03/01/2013;03/12/2013;long;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
192;Róka;7.5;female;black;brown;medium;Unknown Mix;08/01/2012;08/01/2012;10/05/2012;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Miszti;5.92;female;black;;medium;Unknown Mix;2/22/2015;2/22/2015;11/21/2015;medium;yes;;yes;;yes;;;garden;;;;;;;;;;;;;;;;;;;;;;;
296;Lala;11.67;male;spotty;;medium;Unknown Mix;10/11/2011;10/30/2011;10/17/2011;wirehaired;;yes;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1;Foltos;11;male;yellow;;large;Boxer;1/22/2014;04/08/2014;04/08/2014;short;yes;yes;yes;yes;no;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
290;Tánya;8.92;female;saddle black;;medium;German Shepherd Dog Mix;08/12/2011;9/30/2011;9/13/2011;medium;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
7;Dugó;6.08;male;golden;;medium;Unknown Mix;02/01/2014;02/01/2014;5/21/2014;short;;no;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
63;Capitain Jack Sparrow;15.92;male;yellow;brown;medium;Dachshund, Golden Retriever Mix;03/01/2014;03/01/2014;4/30/2014;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;Natasa;5.92;male;brown;;large;Unknown Mix;05/01/2014;05/01/2014;5/30/2014;short;no;yes;yes;yes;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
390;Leon;13.5;female;brown;white;medium;Unknown Mix;4/17/2012;6/25/2012;06/11/2012;short;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
291;Miksa;5.5;female;black;tan;medium;Unknown Mix;03/01/2015;03/01/2015;5/15/2015;short;yes;yes;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
62;Amarok;10.33;female;gray;;medium;Caucasian Ovtcharka Mix;03/01/2015;03/01/2015;7/19/2015;long;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
10;Totó;6.83;male;tricolor;;small;Dachshund Mix;8/22/2013;01/08/2014;01/09/2014;short;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
18;Lina;7.42;male;brown;;medium;German Pointer Mix;9/15/2013;9/15/2013;10/08/2013;short;yes;;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
64;Milky Way;11.5;male;black;;large;Unknown Mix;06/09/2009;1/23/2013;1/23/2013;long;yes;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
186;Rini;5.67;male;black;;large;Unknown Mix;03/09/2015;03/09/2015;11/21/2015;wirehaired;no;;yes;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
396;Puszi;3.83;female;tricolor;;medium;Unknown Mix;06/01/2016;06/01/2016;06/02/2016;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
392;Nina;8.5;female;black;white;small;Unknown Mix;05/01/2014;05/01/2014;5/30/2014;short;no;yes;yes;yes;yes;;;flat;;;;;;;;;;;;;;;;;;;;;;;
282;Almády Gréti;7.08;male;brown;;small;Unknown Mix;12/19/2012;12/19/2012;12/23/2012;short;;;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;
500;Sába;4.67;female;black;brown;medium;German Shepherd Dog Mix;3/30/2017;3/30/2017;3/30/2017;medium;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
58;Pincsik;8.5;female;brown;;medium;Unknown Mix;04/03/2012;04/03/2012;5/19/2012;medium;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1002;Vidra;8.08;female;spotty;;medium;Greyhound Mix;6/15/2019;6/17/2019;6/16/2019;short;yes;yes;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
462;Klaudia;7.83;female;brown;white;small;Dachshund Mix;9/13/2013;9/13/2013;1/16/2014;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008;Micike;18.42;female;red;;medium;Unknown Mix;01/03/2011;01/03/2011;07/07/2011;short;;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
361;Gahan;9.83;male;black;;medium;German Shepherd Dog Mix;4/15/2010;4/15/2010;7/30/2011;medium;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
365;Alvin;9.17;male;saddle black;;medium;German Shepherd Dog Mix;02/01/2011;02/01/2011;7/30/2011;medium;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
366;Ariel;7.33;male;black;brown;medium;Dachshund, German Shepherd Dog Mix;08/01/2012;1/29/2014;1/29/2014;medium;no;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
504;Elke;4.67;male;brown;;medium;German Shepherd Dog Mix;03/01/2019;03/01/2019;3/19/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496;Shila;3.67;male;black;;small;Unknown Mix;3/30/2017;3/30/2017;3/30/2017;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
362;Lencsi;12.25;male;black;white;medium;German Pointer Mix;4/26/2013;09/11/2013;09/11/2013;short;;;yes;no;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
376;Ulrik;11.17;male;striped;;medium;Bull Terrier, Hungarian Greyhound Mix;10/30/2008;10/30/2008;8/17/2011;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1406;Félix;8.67;female;brown;;medium;Labrador Retriever Mix;3/23/2015;3/31/2015;3/31/2015;short;no;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
274;Csinszka;10.5;female;brown;;medium;Vizsla Mix;03/06/2011;7/30/2011;07/10/2011;wirehaired;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
467;Bajusz Úr;6.92;female;brown;white;medium;Unknown Mix;10/14/2013;10/14/2013;10/14/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Vilma;7.17;female;gray;black;medium;Puli, Spaniel Mix;02/12/2014;02/12/2014;2/24/2014;medium;;yes;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
280;Almády Tóbiás;13.92;male;sable;;large;German Shepherd Dog;12/19/2012;12/19/2012;12/23/2012;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1006;Meny;7.75;female;apricot;;small;Unknown Mix;04/10/2012;04/10/2012;4/27/2012;short;no;no;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
294;Zizi;9.92;female;sable;;medium;Dachshund Mix;01/11/2013;01/11/2013;01/11/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;Barát;7.75;female;black;;medium;Labrador Retriever Mix;9/20/2013;9/20/2013;9/26/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
418;Csalfa;3.83;female;red;;medium;Unknown Mix;02/05/2017;02/05/2017;2/21/2017;medium;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
249;Vidor;8.67;male;sable;;medium;Unknown Mix;3/24/2011;6/20/2011;06/05/2011;long;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;Turbó;5.5;male;striped;;medium;Staffordshire Terrier;2/14/2017;2/14/2017;2/21/2017;short;;;yes;yes;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
347;Zsombor;9.08;male;black;white;large;American Pit Bull Terrier, Staffordshire Terrier Mix;07/10/2013;10/29/2013;10/29/2013;short;yes;;yes;;no;no;no;garden;;;;;;;;;;;;;;;;;;;;;;;
343;Fidel;9.67;male;black;;medium;Unknown Mix;03/04/2011;03/04/2011;6/18/2011;wirehaired;no;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
338;Franci;9.25;male;black;;medium;Dachshund, Spaniel Mix;2/25/2013;2/25/2013;2/27/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
15;Gina;6.75;male;brown;white;medium;Unknown Mix;3/14/2013;3/14/2013;8/16/2013;wirehaired;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
427;Bátor;9;female;tricolor;;medium;Parson Russell Terrier Mix;01/01/2011;01/01/2011;01/12/2012;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
436;Mogyoró;9.58;female;black;;medium;Labrador Retriever Mix;4/17/2011;4/17/2011;11/01/2014;short;yes;;;;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
331;Hetti;4.92;male;apricot;;medium;Bull Terrier Mix;09/10/2017;09/10/2017;9/29/2018;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;Mami;7.75;female;sable;;medium;German Shepherd Dog Mix;8/21/2012;9/30/2012;09/11/2012;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
346;Zorró;10;male;black;white;medium;Greyhound Mix;11/16/2009;11/16/2009;6/18/2011;long;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
410;Jázmin;6.58;female;black;;small;Unknown Mix;6/22/2013;6/22/2013;6/22/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Roxi;6.42;female;black;white;medium;Staffordshire Terrier Mix;3/21/2014;3/21/2014;3/23/2014;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
415;Bubu;11;male;black;brown;medium;Unknown Mix;2/14/2017;2/14/2017;2/21/2017;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
262;Cifra;7;female;brown;white;medium;Golden Retriever, Setter, Vizsla Mix;10/30/2013;10/30/2013;12/09/2013;medium;;;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
424;Bogrács;9.42;female;black;;medium;Mudi Mix;8/15/2010;8/15/2010;01/12/2012;medium;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
16;Lédike;8.17;male;black;;medium;Schnauzer Mix;9/15/2013;9/15/2013;10/07/2013;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
266;Nimród;8;female;black;;medium;Unknown Mix;12/10/2012;12/10/2012;12/12/2012;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Turbó;8.92;male;brown;;small;Dachshund Mix;02/01/2011;02/01/2011;5/17/2011;short;no;no;no;no;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
226;Muci;6.83;female;sable;;large;German Shepherd Dog Mix;11/06/2014;11/06/2014;6/28/2015;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
